date,today_state_of_the_economy,tomorrow_state_of_the_economy,next_week_state_of_the_economy,direction,magnitude
2018-05-23,45,-10,20.91,UP,0.42
2018-05-24,-10,-40,20.91,DOWN,0.26
2018-05-25,-40,0,20.91,UP,0.46
2018-05-28,0,10,0,UP,0.00
2018-05-29,10,40,0,UP,0.68
2018-05-30,40,-16,0,DOWN,0.72
2018-05-31,-16,83.33,0,DOWN,0.18
2018-06-01,83.33,0,0,UP,0.22
2018-06-04,0,20,32.31,DOWN,0.18
2018-06-05,20,5,32.31,DOWN,0.13
2018-06-06,5,-50,32.31,DOWN,0.26
2018-06-07,-50,0,32.31,DOWN,0.28
2018-06-08,0,0,32.31,UP,0.16
2018-06-11,0,56.67,-7.5,UP,0.03
2018-06-12,56.67,63.33,-7.5,UP,0.24
2018-06-13,63.33,23.33,-7.5,DOWN,0.10
2018-06-14,23.33,-2.5,-7.5,UP,1.13
2018-06-15,-2.5,0,-7.5,UP,0.02
2018-06-18,0,5,-9.17,UP,0.01
2018-06-19,5,-13.33,-9.17,UP,0.30
2018-06-20,-13.33,-10,-9.17,DOWN,0.02
2018-06-21,-10,0,-9.17,DOWN,0.34
2018-06-22,0,50,-9.17,DOWN,0.23
2018-06-25,50,-16.67,-34.44,DOWN,0.25
2018-06-26,-16.67,0,-34.44,UP,0.40
2018-06-27,0,-5,-34.44,UP,0.64
2018-06-28,-5,-25,-34.44,UP,0.13
2018-06-29,-25,-70,-34.44,DOWN,0.79
2018-07-02,-70,0,10,UP,0.41
2018-07-03,0,0,10,DOWN,0.38
2018-07-04,0,-38,10,UP,0.00
2018-07-05,-38,-16.67,10,DOWN,0.21
2018-07-06,-16.67,0,10,DOWN,0.46
2018-07-09,0,-40,-16,UP,0.04
2018-07-10,-40,-33.33,-16,UP,0.07
2018-07-11,-33.33,62.5,-16,UP,0.61
2018-07-12,62.5,-5,-16,UP,0.10
2018-07-13,-5,-66.67,-16,DOWN,0.06
2018-07-16,-66.67,60,22.22,DOWN,0.25
2018-07-17,60,-16.67,22.22,UP,0.45
2018-07-18,-16.67,10,22.22,UP,0.15
2018-07-19,10,0,22.22,UP,0.07
2018-07-20,0,40,22.22,DOWN,0.74
2018-07-23,40,30,-20.67,UP,0.23
2018-07-24,30,45,-20.67,DOWN,0.06
2018-07-25,45,-5,-20.67,DOWN,0.26
2018-07-26,-5,16.67,-20.67,UP,0.41
2018-07-27,16.67,40,-20.67,DOWN,0.08
2018-07-30,40,-26,-14.29,DOWN,0.37
2018-07-31,-26,-23.33,-14.29,UP,0.18
2018-08-01,-23.33,-55,-14.29,UP,0.14
2018-08-02,-55,-10,-14.29,UP,0.57
2018-08-03,-10,0,-14.29,DOWN,0.02
2018-08-06,0,40,13,UP,0.23
2018-08-07,40,40,13,DOWN,0.15
2018-08-08,40,-62.5,13,DOWN,0.18
2018-08-09,-62.5,70,13,UP,0.47
2018-08-10,70,0,13,UP,0.90
2018-08-13,0,0,4,UP,0.03
2018-08-14,0,5,4,UP,0.35
2018-08-15,5,12,4,DOWN,0.03
2018-08-16,12,50,4,DOWN,0.06
2018-08-17,50,0,4,DOWN,0.56
2018-08-20,0,0,-14.55,DOWN,0.21
2018-08-21,0,40,-14.55,DOWN,0.67
2018-08-22,40,-20,-14.55,DOWN,0.12
2018-08-23,-20,0,-14.55,UP,0.55
2018-08-24,0,0,-14.55,DOWN,0.54
2018-08-27,0,-50,11.25,DOWN,0.39
2018-08-28,-50,-52.5,11.25,DOWN,0.06
2018-08-29,-52.5,16.67,11.25,DOWN,0.13
2018-08-30,16.67,16.67,11.25,UP,0.13
2018-08-31,16.67,0,11.25,UP,0.44
2018-09-03,0,-70,-17.27,UP,0.00
2018-09-04,-70,50,-17.27,UP,0.32
2018-09-05,50,-15,-17.27,DOWN,0.27
2018-09-06,-15,85,-17.27,DOWN,0.17
2018-09-07,85,0,-17.27,UP,0.36
2018-09-10,0,-40,-6.67,DOWN,0.22
2018-09-11,-40,33.33,-6.67,UP,0.11
2018-09-12,33.33,-26.67,-6.67,DOWN,0.47
2018-09-13,-26.67,-42.5,-6.67,DOWN,0.30
2018-09-14,-42.5,-40,-6.67,UP,0.43
2018-09-17,-40,0,-15.38,DOWN,0.45
2018-09-18,0,2.5,-15.38,UP,0.15
2018-09-19,2.5,-7.5,-15.38,DOWN,0.11
2018-09-20,-7.5,0,-15.38,DOWN,0.67
2018-09-21,0,0,-15.38,UP,0.33
2018-09-24,0,-40,-19,DOWN,0.03
2018-09-25,-40,30,-19,DOWN,0.06
2018-09-26,30,-35,-19,UP,0.06
2018-09-27,-35,-17.5,-19,UP,0.74
2018-09-28,-17.5,-70,-19,UP,0.25
2018-10-01,-70,0,22.22,UP,0.18
2018-10-02,0,-26.67,22.22,UP,0.22
2018-10-03,-26.67,5,22.22,UP,0.26
2018-10-04,5,-12.5,22.22,DOWN,0.01
2018-10-05,-12.5,0,22.22,DOWN,0.14
2018-10-08,0,0,5,UP,0.15
2018-10-09,0,70,5,DOWN,0.09
2018-10-10,70,10,5,DOWN,0.17
2018-10-11,10,5,5,DOWN,0.51
2018-10-12,5,66.67,5,UP,0.21
2018-10-15,66.67,-50,1.43,DOWN,0.17
2018-10-16,-50,10,1.43,DOWN,0.01
2018-10-17,10,-10,1.43,UP,0.56
2018-10-18,-10,-40,1.43,UP,0.33
2018-10-19,-40,0,1.43,DOWN,0.20
2018-10-22,0,0,11.67,UP,0.31
2018-10-23,0,45,11.67,DOWN,0.05
2018-10-24,45,-23.33,11.67,UP,0.49
2018-10-25,-23.33,-5,11.67,UP,0.26
2018-10-26,-5,-70,11.67,DOWN,0.33
2018-10-29,-70,40,-22.86,UP,0.23
2018-10-30,40,-13.33,-22.86,UP,0.45
2018-10-31,-13.33,-20,-22.86,UP,0.12
2018-11-01,-20,76.67,-22.86,DOWN,0.88
2018-11-02,76.67,-80,-22.86,UP,0.27
2018-11-05,-80,-40,18.57,DOWN,0.27
2018-11-06,-40,40,18.57,UP,0.04
2018-11-07,40,5,18.57,DOWN,0.33
2018-11-08,5,-45,18.57,UP,0.75
2018-11-09,-45,0,18.57,UP,0.20
2018-11-12,0,0,36.25,UP,0.65
2018-11-13,0,70,36.25,DOWN,0.25
2018-11-14,70,10,36.25,DOWN,0.51
2018-11-15,10,0,36.25,UP,0.13
2018-11-16,0,0,36.25,DOWN,0.47
2018-11-19,0,5,17.27,DOWN,0.29
2018-11-20,5,46.67,17.27,UP,0.68
2018-11-21,46.67,0,17.27,DOWN,0.13
2018-11-22,0,0,17.27,UP,0.00
2018-11-23,0,0,17.27,UP,0.22
2018-11-26,0,-40,-9,UP,0.15
2018-11-27,-40,16.67,-9,UP,0.31
2018-11-28,16.67,36,-9,DOWN,0.60
2018-11-29,36,40,-9,DOWN,0.01
2018-11-30,40,-70,-9,UP,0.51
2018-12-03,-70,0,-20.91,DOWN,0.24
2018-12-04,0,0,-20.91,DOWN,0.07
2018-12-05,0,13.33,-20.91,UP,0.10
2018-12-06,13.33,-33.33,-20.91,DOWN,0.27
2018-12-07,-33.33,40,-20.91,DOWN,0.31
2018-12-10,40,-70,-1.54,UP,0.74
2018-12-11,-70,-13.33,-1.54,UP,0.17
2018-12-12,-13.33,5,-1.54,DOWN,0.36
2018-12-13,5,-33.33,-1.54,UP,0.02
2018-12-14,-33.33,-40,-1.54,UP,0.39
2018-12-17,-40,5,1.67,DOWN,0.35
2018-12-18,5,10,1.67,UP,0.00
2018-12-19,10,-23.33,1.67,DOWN,0.07
2018-12-20,-23.33,13.33,1.67,DOWN,0.77
2018-12-21,13.33,0,1.67,UP,0.71
2018-12-24,0,0,11.67,DOWN,0.42
2018-12-26,-30,0,11.67,UP,0.52
2018-12-27,0,13.33,11.67,DOWN,0.59
2018-12-28,13.33,0,11.67,DOWN,0.08
2018-12-31,0,0,-6.67,DOWN,0.24
2019-01-01,0,0,-6.67,UP,0.00
2019-01-02,0,10,-6.67,UP,0.68
2019-01-03,10,13.33,-6.67,DOWN,0.53
2019-01-04,13.33,-80,-6.67,DOWN,0.13
2019-01-07,-80,-40,-44,DOWN,0.53
2019-01-08,-40,40,-44,UP,0.24
2019-01-09,40,55,-44,DOWN,0.71
2019-01-10,55,-70,-44,UP,0.34
2019-01-11,-70,0,-44,UP,0.14
2019-01-14,0,-60,-22.5,DOWN,0.06
2019-01-15,-60,-40,-22.5,UP,0.45
2019-01-16,-40,-23.33,-22.5,UP,0.02
2019-01-17,-23.33,-50,-22.5,UP,0.00
2019-01-18,-50,0,-22.5,UP,0.29
2019-01-21,0,-40,-33.85,UP,0.00
2019-01-22,-40,0,-33.85,DOWN,0.04
2019-01-23,0,-16.67,-33.85,DOWN,0.19
2019-01-24,-16.67,0,-33.85,UP,0.50
2019-01-25,0,0,-33.85,DOWN,0.84
2019-01-28,0,-40,-12,DOWN,0.04
2019-01-29,-40,13.33,-12,UP,0.07
2019-01-30,13.33,-50,-12,DOWN,0.50
2019-01-31,-50,-50,-12,UP,0.25
2019-02-01,-50,0,-12,UP,0.00
2019-02-04,0,-80,-1.67,UP,0.28
2019-02-05,-80,-45,-1.67,UP,0.23
2019-02-06,-45,55,-1.67,UP,0.33
2019-02-07,55,0,-1.67,UP,0.12
2019-02-08,0,0,-1.67,UP,0.13
2019-02-11,0,-40,30,UP,0.43
2019-02-12,-40,-60,30,DOWN,0.36
2019-02-13,-60,14,30,UP,0.43
2019-02-14,14,43.33,30,DOWN,0.15
2019-02-15,43.33,0,30,DOWN,0.08
2019-02-18,0,0,5.33,UP,0.00
2019-02-19,0,0,5.33,DOWN,0.39
2019-02-20,0,30,5.33,DOWN,0.07
2019-02-21,30,0,5.33,UP,0.17
2019-02-22,0,0,5.33,DOWN,0.10
2019-02-25,0,22.5,25,DOWN,0.10
2019-02-26,22.5,40,25,DOWN,0.43
2019-02-27,40,12,25,UP,0.16
2019-02-28,12,-37.5,25,UP,0.01
2019-03-01,-37.5,0,25,UP,0.38
2019-03-04,0,65,14.62,UP,0.16
2019-03-05,65,-10,14.62,UP,0.20
2019-03-06,-10,55,14.62,UP,0.00
2019-03-07,55,18,14.62,UP,0.83
2019-03-08,18,80,14.62,DOWN,0.37
2019-03-11,80,0,30,DOWN,0.09
2019-03-12,0,13.33,30,DOWN,0.29
2019-03-13,13.33,-53.33,30,DOWN,0.40
2019-03-14,-53.33,30,30,UP,0.24
2019-03-15,30,0,30,DOWN,0.20
2019-03-18,0,0,-21.18,DOWN,0.07
2019-03-19,0,-40,-21.18,DOWN,0.15
2019-03-20,-40,50,-21.18,DOWN,0.64
2019-03-21,50,40,-21.18,UP,0.77
2019-03-22,40,0,-21.18,UP,0.16
2019-03-25,0,17.5,-10,DOWN,0.08
2019-03-26,17.5,-43.33,-10,UP,0.18
2019-03-27,-43.33,-32,-10,UP,0.03
2019-03-28,-32,-28,-10,UP,0.44
2019-03-29,-28,-30,-10,UP,0.08
2019-04-01,-30,0,1.11,DOWN,0.05
2019-04-02,0,-26.67,1.11,UP,0.13
2019-04-03,-26.67,-5,1.11,DOWN,0.28
2019-04-04,-5,90,1.11,UP,0.23
2019-04-05,90,0,1.11,UP,0.08
2019-04-08,0,-40,28.18,DOWN,0.35
2019-04-09,-40,55,28.18,DOWN,0.04
2019-04-10,55,7.5,28.18,DOWN,0.06
2019-04-11,7.5,-45,28.18,UP,0.24
2019-04-12,-45,40,28.18,DOWN,0.22
2019-04-15,40,60,-17.78,DOWN,0.03
2019-04-16,60,45,-17.78,UP,0.10
2019-04-17,45,2,-17.78,DOWN,0.03
2019-04-18,2,55,-17.78,UP,0.47
2019-04-22,-40,-50,24.38,DOWN,0.09
2019-04-23,-50,-40,24.38,UP,0.36
2019-04-24,-40,-55,24.38,UP,0.54
2019-04-25,-55,20,24.38,UP,0.03
2019-04-26,20,26.67,24.38,DOWN,0.19
2019-04-29,26.67,40,26.67,DOWN,0.15
2019-04-30,40,3.33,26.67,DOWN,0.39
2019-05-01,3.33,5,26.67,UP,0.22
2019-05-02,5,32.5,26.67,UP,0.14
2019-05-03,32.5,0,26.67,DOWN,0.32
2019-05-06,0,40,-2.5,UP,0.00
2019-05-07,40,40,-2.5,UP,0.11
2019-05-08,40,4,-2.5,DOWN,0.01
2019-05-09,4,70,-2.5,DOWN,0.26
2019-05-10,70,0,-2.5,DOWN,0.04
2019-05-13,0,0,-8.33,DOWN,0.01
2019-05-14,0,-60,-8.33,UP,0.22
2019-05-15,-60,52,-8.33,UP,0.04
2019-05-16,52,5,-8.33,UP,0.30
2019-05-17,5,0,-8.33,UP,0.14
2019-05-20,0,35,-4.17,DOWN,0.07
2019-05-21,35,40,-4.17,UP,0.13
2019-05-22,40,-53.33,-4.17,DOWN,0.02
2019-05-23,-53.33,0,-4.17,DOWN,0.18
2019-05-24,0,0,-4.17,DOWN,0.26
2019-05-27,0,40,5.71,UP,0.00
2019-05-28,40,0,5.71,UP,0.35
2019-05-29,0,-14,5.71,UP,0.19
2019-05-30,-14,-12,5.71,UP,0.00
2019-05-31,-12,70,5.71,DOWN,0.40
2019-06-03,70,0,15.45,DOWN,0.62
2019-06-04,0,0,15.45,DOWN,0.07
2019-06-05,0,20,15.45,UP,0.26
2019-06-06,20,-90,15.45,DOWN,0.29
2019-06-07,-90,40,15.45,DOWN,0.52
2019-06-10,40,0,15.56,UP,0.23
2019-06-11,0,-15,15.56,DOWN,0.07
2019-06-12,-15,55,15.56,UP,0.32
2019-06-13,55,12.5,15.56,UP,0.01
2019-06-14,12.5,-40,15.56,UP,0.58
2019-06-17,-40,-5,-1.67,DOWN,0.01
2019-06-18,-5,40,-1.67,UP,0.08
2019-06-19,40,27.5,-1.67,DOWN,0.53
2019-06-20,27.5,40,-1.67,DOWN,0.50
2019-06-21,40,0,-1.67,DOWN,0.42
2019-06-24,0,0,21.11,DOWN,0.25
2019-06-25,0,-40,21.11,UP,0.17
2019-06-26,-40,25,21.11,UP,0.07
2019-06-27,25,-16,21.11,DOWN,0.02
2019-06-28,-16,-70,21.11,DOWN,0.06
2019-07-01,-70,0,24,UP,0.74
2019-07-02,0,13.33,24,DOWN,0.11
2019-07-03,13.33,0,24,UP,0.04
2019-07-04,0,90,24,UP,0.00
2019-07-05,90,0,24,UP,0.54
2019-07-08,0,40,-9.17,UP,0.09
2019-07-09,40,40,-9.17,UP,0.11
2019-07-10,40,13.33,-9.17,DOWN,0.40
2019-07-11,13.33,0,-9.17,DOWN,0.05
2019-07-12,0,40,-9.17,DOWN,0.25
2019-07-15,40,-73.33,24.29,UP,0.12
2019-07-16,-73.33,-16.67,24.29,UP,0.47
2019-07-17,-16.67,10,24.29,DOWN,0.17
2019-07-18,10,45,24.29,DOWN,0.44
2019-07-19,45,0,24.29,UP,0.37
2019-07-22,0,-40,-10,UP,0.11
2019-07-23,-40,45,-10,UP,0.45
2019-07-24,45,-5,-10,UP,0.03
2019-07-25,-5,65,-10,UP,0.09
2019-07-26,65,0,-10,UP,0.19
2019-07-29,0,-6,27.14,UP,0.03
2019-07-30,-6,-10,27.14,UP,0.01
2019-07-31,-10,-13.33,27.14,UP,0.48
2019-08-01,-13.33,-12.5,27.14,DOWN,0.15
2019-08-02,-12.5,80,27.14,DOWN,0.30
2019-08-05,80,40,-3.33,DOWN,0.56
2019-08-06,40,-40,-3.33,UP,0.11
2019-08-07,-40,55,-3.33,DOWN,0.09
2019-08-08,55,0,-3.33,UP,0.08
2019-08-09,0,0,-3.33,DOWN,0.13
2019-08-12,0,70,28,DOWN,0.11
2019-08-13,70,40,28,UP,0.44
2019-08-14,40,-28.33,28,UP,0.18
2019-08-15,-28.33,5,28,UP,0.15
2019-08-16,5,0,28,UP,0.00
2019-08-19,0,0,-11,UP,0.21
2019-08-20,0,40,-11,DOWN,0.16
2019-08-21,40,55,-11,UP,0.11
2019-08-22,55,-50,-11,DOWN,0.13
2019-08-23,-50,0,-11,DOWN,0.54
2019-08-26,0,-10,7.78,UP,0.45
2019-08-27,-10,-40,7.78,DOWN,0.08
2019-08-28,-40,-32,7.78,UP,0.21
2019-08-29,-32,55,7.78,UP,0.31
2019-08-30,55,0,7.78,UP,0.42
2019-09-02,0,-70,0.91,UP,0.00
2019-09-03,-70,-50,0.91,UP,0.08
2019-09-04,-50,38,0.91,DOWN,0.56
2019-09-05,38,0,0.91,DOWN,0.04
2019-09-06,0,0,0.91,DOWN,0.02
2019-09-09,0,40,-12.73,DOWN,0.11
2019-09-10,40,-13.33,-12.73,UP,0.05
2019-09-11,-13.33,26.67,-12.73,UP,0.32
2019-09-12,26.67,-17.5,-12.73,DOWN,0.33
2019-09-13,-17.5,-40,-12.73,DOWN,0.05
2019-09-16,-40,60,3.33,UP,0.36
2019-09-17,60,-27.5,3.33,DOWN,0.35
2019-09-18,-27.5,-10,3.33,UP,0.31
2019-09-19,-10,0,3.33,DOWN,0.29
2019-09-20,0,0,3.33,UP,0.24
2019-09-23,0,-50,-5,UP,0.09
2019-09-24,-50,-5,-5,DOWN,0.26
2019-09-25,-5,16.67,-5,UP,0.71
2019-09-26,16.67,13.33,-5,UP,0.09
2019-09-27,13.33,-40,-5,DOWN,0.02
2019-09-30,-40,70,12.5,UP,0.27
2019-10-01,70,0,12.5,DOWN,0.25
2019-10-02,0,-15,12.5,DOWN,0.11
2019-10-03,-15,-20,12.5,DOWN,0.16
2019-10-04,-20,0,12.5,DOWN,0.05
2019-10-07,0,-70,-33.33,UP,0.16
2019-10-08,-70,40,-33.33,UP,0.16
2019-10-09,40,60,-33.33,DOWN,0.01
2019-10-10,60,-45,-33.33,DOWN,0.42
2019-10-11,-45,0,-33.33,DOWN,0.41
2019-10-14,0,-40,35,UP,0.15
2019-10-15,-40,-80,35,DOWN,0.16
2019-10-16,-80,-25.71,35,DOWN,0.30
2019-10-17,-25.71,0,35,DOWN,0.40
2019-10-18,0,0,35,DOWN,0.34
2019-10-21,0,-40,-12,UP,0.05
2019-10-22,-40,40,-12,UP,0.21
2019-10-23,40,53.33,-12,DOWN,0.04
2019-10-24,53.33,50,-12,UP,0.14
2019-10-25,50,0,-12,UP,0.20
2019-10-28,0,13.33,28.75,DOWN,0.07
2019-10-29,13.33,-18,28.75,DOWN,0.07
2019-10-30,-18,-7.5,28.75,DOWN,0.04
2019-10-31,-7.5,-33.33,28.75,DOWN,0.31
2019-11-01,-33.33,0,28.75,DOWN,0.11
2019-11-04,0,-3.33,34.44,UP,0.27
2019-11-05,-3.33,40,34.44,UP,0.49
2019-11-06,40,55,34.44,DOWN,0.03
2019-11-07,55,45,34.44,UP,0.19
2019-11-08,45,0,34.44,UP,0.21
2019-11-11,0,0,36.67,DOWN,0.15
2019-11-12,0,0,36.67,UP,0.11
2019-11-13,0,34,36.67,UP,0.06
2019-11-14,34,35,36.67,DOWN,0.21
2019-11-15,35,0,36.67,DOWN,0.16
2019-11-18,0,5,18,DOWN,0.21
2019-11-19,5,40,18,UP,0.07
2019-11-20,40,47.5,18,UP,0.07
2019-11-21,47.5,45,18,UP,0.06
2019-11-22,45,0,18,UP,0.29
2019-11-25,0,10,-2.5,UP,0.05
2019-11-26,10,21.43,-2.5,DOWN,0.07
2019-11-27,21.43,0,-2.5,UP,0.12
2019-11-28,0,0,-2.5,UP,0.00
2019-11-29,0,70,-2.5,DOWN,0.10
2019-12-02,70,0,7.78,DOWN,0.42
2019-12-03,0,-7.5,7.78,DOWN,0.12
2019-12-04,-7.5,-53.33,7.78,DOWN,0.09
2019-12-05,-53.33,22.5,7.78,DOWN,0.25
2019-12-06,22.5,0,7.78,UP,0.30
2019-12-09,0,0,16.25,DOWN,0.06
2019-12-10,0,20,16.25,DOWN,0.24
2019-12-11,20,-37.5,16.25,DOWN,0.34
2019-12-12,-37.5,80,16.25,UP,0.33
2019-12-13,80,40,16.25,DOWN,0.24
2019-12-16,40,7.5,45,DOWN,0.15
2019-12-17,7.5,5,45,UP,0.21
2019-12-18,5,2.5,45,UP,0.19
2019-12-19,2.5,34,45,DOWN,0.02
2019-12-20,34,50,45,UP,0.32
2019-12-23,50,0,16.67,DOWN,0.03
2019-12-24,0,0,16.67,DOWN,0.01
2019-12-25,0,60,16.67,UP,0.00
2019-12-26,60,35,16.67,DOWN,0.12
2019-12-27,35,40,16.67,DOWN,0.63
2019-12-30,40,40,-4.29,DOWN,0.19
2019-12-31,40,0,-4.29,DOWN,0.36
2020-01-01,0,-5,-4.29,UP,0.00
2020-01-02,-5,0,-4.29,UP,0.48
2020-01-03,0,0,-4.29,DOWN,0.01
2020-01-06,0,15,18.57,DOWN,0.18
2020-01-07,15,-10,18.57,UP,0.34
2020-01-08,-10,60,18.57,UP,0.31
2020-01-09,60,-90,18.57,UP,0.15
2020-01-10,-90,0,18.57,DOWN,0.09
2020-01-13,0,70,4,DOWN,0.02
2020-01-14,70,38,4,UP,0.03
2020-01-15,38,27.5,4,DOWN,0.14
2020-01-16,27.5,-27.5,4,UP,0.09
2020-01-17,-27.5,0,4,UP,0.33
2020-01-20,0,0,6.15,DOWN,0.03
2020-01-21,0,40,6.15,DOWN,0.08
2020-01-22,40,-5,6.15,UP,0.00
2020-01-23,-5,0,6.15,UP,0.16
2020-01-24,0,50,6.15,UP,0.16
2020-01-27,50,-10,32,UP,0.11
2020-01-28,-10,-36.67,32,UP,0.06
2020-01-29,-36.67,60,32,DOWN,0.03
2020-01-30,60,-5,32,DOWN,0.12
2020-01-31,-5,70,32,DOWN,0.49
2020-02-03,70,0,0.83,UP,0.42
2020-02-04,0,20,0.83,UP,0.16
2020-02-05,20,5,0.83,UP,0.35
2020-02-06,5,70,0.83,UP,0.20
2020-02-07,70,0,0.83,UP,0.18
2020-02-10,0,40,-16,UP,0.15
2020-02-11,40,5,-16,DOWN,0.11
2020-02-12,5,-2.5,-16,UP,0.33
2020-02-13,-2.5,-6,-16,UP,0.02
2020-02-14,-6,0,-16,UP,0.05
2020-02-17,0,40,10,DOWN,0.12
2020-02-18,40,-26.67,10,UP,0.44
2020-02-19,-26.67,-16,10,UP,0.26
2020-02-20,-16,-40,10,UP,0.16
2020-02-21,-40,0,10,DOWN,0.60
2020-02-24,0,40,-42,UP,0.10
2020-02-25,40,-6.67,-42,DOWN,0.39
2020-02-26,-6.67,-10,-42,UP,0.03
2020-02-27,-10,24,-42,DOWN,0.49
2020-02-28,24,-70,-42,DOWN,0.39
2020-03-02,-70,0,-42.22,DOWN,0.78
2020-03-03,0,-32.5,-42.22,DOWN,0.22
2020-03-04,-32.5,5,-42.22,UP,0.20
2020-03-05,5,-76.67,-42.22,DOWN,0.53
2020-03-06,-76.67,0,-42.22,DOWN,0.90
2020-03-09,0,0,-25,DOWN,1.10
2020-03-10,0,-46.67,-25,UP,1.60
2020-03-11,-46.67,-37.5,-25,UP,0.10
2020-03-12,-37.5,-45,-25,UP,0.99
2020-03-13,-45,-40,-25,UP,1.31
2020-03-16,-40,-35,-48.57,DOWN,0.69
2020-03-17,-35,-25,-48.57,UP,1.54
2020-03-18,-25,-27.5,-48.57,UP,1.59
2020-03-19,-27.5,40,-48.57,UP,1.57
2020-03-20,40,0,-48.57,UP,0.07
2020-03-23,0,-50,-42.67,DOWN,0.32
2020-03-24,-50,-35,-42.67,DOWN,0.44
2020-03-25,-35,-60,-42.67,DOWN,0.97
2020-03-26,-60,-53.33,-42.67,DOWN,1.68
2020-03-27,-53.33,-40,-42.67,DOWN,1.00
2020-03-30,-40,-20,0,UP,0.83
2020-03-31,-20,-45,0,DOWN,0.13
2020-04-01,-45,-53.33,0,UP,0.63
2020-04-02,-53.33,-50,0,UP,0.51
2020-04-03,-50,0,0,UP,0.40
2020-04-06,0,-5,-30,UP,0.11
2020-04-07,-5,5,-30,DOWN,0.78
2020-04-08,5,23.33,-30,UP,0.22
2020-04-09,23.33,-70,-30,DOWN,0.60
2020-04-10,-70,0,-30,UP,0.00
2020-04-13,0,0,-11,DOWN,0.17
2020-04-14,0,-31.67,-11,DOWN,0.46
2020-04-15,-31.67,-28,-11,UP,0.58
2020-04-16,-28,0,-11,UP,0.57
2020-04-17,0,0,-11,DOWN,0.25
2020-04-20,0,-40,-17.69,UP,0.17
2020-04-21,-40,35,-17.69,UP,0.31
2020-04-22,35,-13.33,-17.69,UP,0.13
2020-04-23,-13.33,-25,-17.69,UP,0.04
2020-04-24,-25,0,-17.69,DOWN,0.05
2020-04-27,0,-10,-17.78,DOWN,0.34
2020-04-28,-10,4,-17.78,DOWN,0.18
2020-04-29,4,-32,-17.78,DOWN,0.30
2020-04-30,-32,-70,-17.78,DOWN,0.54
2020-05-01,-70,0,-17.78,UP,0.06
2020-05-04,0,-15,-23.75,UP,0.40
2020-05-05,-15,10,-23.75,UP,0.23
2020-05-06,10,5,-23.75,UP,0.38
2020-05-07,5,-85,-23.75,DOWN,0.20
2020-05-08,-85,0,-23.75,DOWN,0.16
2020-05-11,0,-36.67,-8.89,UP,0.51
2020-05-12,-36.67,-17.5,-8.89,DOWN,0.31
2020-05-13,-17.5,5,-8.89,UP,0.31
2020-05-14,5,-30,-8.89,UP,0.23
2020-05-15,-30,0,-8.89,DOWN,0.07
2020-05-18,0,-26.67,-4.29,DOWN,0.73
2020-05-19,-26.67,-5,-4.29,DOWN,0.30
2020-05-20,-5,2.5,-4.29,DOWN,0.25
2020-05-21,2.5,0,-4.29,UP,0.25
2020-05-22,0,0,-4.29,UP,0.49
2020-05-25,0,-10,41.82,UP,0.00
2020-05-26,-10,0,41.82,DOWN,0.95
2020-05-27,0,-4,41.82,UP,0.15
2020-05-28,-4,-1.67,41.82,DOWN,0.69
2020-05-29,-1.67,70,41.82,DOWN,0.04
2020-06-01,70,0,13.64,DOWN,0.52
2020-06-02,0,32.5,13.64,DOWN,0.16
2020-06-03,32.5,53.33,13.64,DOWN,0.40
2020-06-04,53.33,33.33,13.64,DOWN,0.62
2020-06-05,33.33,0,13.64,UP,0.27
2020-06-08,0,-40,47.5,DOWN,0.33
2020-06-09,-40,-37.5,47.5,DOWN,0.31
2020-06-10,-37.5,62.5,47.5,DOWN,0.37
2020-06-11,62.5,45,47.5,UP,0.80
2020-06-12,45,40,47.5,UP,0.61
2020-06-15,40,73.33,13.33,DOWN,0.63
2020-06-16,73.33,30,13.33,UP,0.26
2020-06-17,30,50,13.33,UP,0.21
2020-06-18,50,40,13.33,UP,0.27
2020-06-19,40,-40,13.33,UP,0.21
2020-06-22,-40,40,35.33,DOWN,0.59
2020-06-23,40,40,35.33,DOWN,0.40
2020-06-24,40,55,35.33,UP,0.52
2020-06-25,55,-5,35.33,UP,0.29
2020-06-26,-5,40,35.33,UP,0.00
2020-06-29,40,37.5,2.5,UP,0.11
2020-06-30,37.5,25,2.5,DOWN,0.15
2020-07-01,25,40,2.5,DOWN,0.20
2020-07-02,40,0,2.5,UP,0.12
2020-07-03,0,80,2.5,DOWN,0.15
2020-07-06,80,-35,19.38,DOWN,0.46
2020-07-07,-35,-35,19.38,UP,0.17
2020-07-08,-35,5,19.38,DOWN,0.46
2020-07-09,5,70,19.38,UP,0.28
2020-07-10,70,0,19.38,DOWN,0.05
2020-07-13,0,10,22.86,DOWN,0.20
2020-07-14,10,42.5,22.86,DOWN,0.21
2020-07-15,42.5,-18,22.86,DOWN,0.19
2020-07-16,-18,50,22.86,UP,0.28
2020-07-17,50,0,22.86,DOWN,0.43
2020-07-20,0,-30,-4.38,DOWN,0.11
2020-07-21,-30,10,-4.38,DOWN,0.74
2020-07-22,10,55,-4.38,DOWN,0.14
2020-07-23,55,50,-4.38,DOWN,0.32
2020-07-24,50,0,-4.38,DOWN,0.26
2020-07-27,0,3.33,-10.83,DOWN,0.82
2020-07-28,3.33,10,-10.83,UP,0.03
2020-07-29,10,-30,-10.83,DOWN,0.27
2020-07-30,-30,1.67,-10.83,DOWN,0.46
2020-07-31,1.67,70,-10.83,UP,0.35
